@relation '/home/lapsec/Documentos/Classificador/bases/NSL_KDD-master/KDDTrain+binary_class-weka.filters.unsupervised.attribute.Remove-R10-34,38-41-weka.filters.unsupervised.attribute.Remove-R10-12-weka.filters.unsupervised.attribute.Remove-R1,8-9'

@attribute protocol_type {icmp,tcp,udp}
@attribute service {IRC,Z39_50,aol,harvest,tftp_u,http_2784,http_8001,X11,urh_i,rje,auth,bgp,courier,csnet_ns,ctf,daytime,discard,domain,domain_u,echo,eco_i,ecr_i,red_i,tim_i,efs,exec,finger,ftp,ftp_data,pm_dump,gopher,hostnames,http,http_443,imap4,iso_tsap,klogin,kshell,ldap,link,login,mtp,name,netbios_dgm,netbios_ssn,netbios_ns,netstat,nnsp,nntp,ntp_u,other,pop_2,pop_3,printer,private,remote_job,shell,smtp,sql_net,ssh,sunrpc,supdup,systat,telnet,time,urp_i,uucp,uucp_path,vmnet,whois}
@attribute flag {REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute land numeric
@attribute classe {0,1}

@data
tcp,private,S0,0,0,0,1
tcp,http,SF,162,3215,0,0
udp,domain_u,SF,44,44,0,0
tcp,private,RSTR,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,219,1354,0,0
tcp,netstat,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,287,7384,0,0
tcp,http,SF,244,337,0,0
tcp,http,SF,221,1212,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,239,1165,0,0
icmp,eco_i,SF,8,0,0,1
tcp,smtp,SF,640,328,0,0
udp,domain_u,SF,44,128,0,0
tcp,http,SF,193,19717,0,0
tcp,private,RSTR,0,0,0,1
tcp,private,S0,0,0,0,1
udp,private,SF,1,0,0,1
tcp,http,SF,227,351,0,0
tcp,http,REJ,0,0,0,0
icmp,urp_i,SF,78,0,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,http,SF,299,1075,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,350,613,0,0
tcp,smtp,SF,985,331,0,0
icmp,urp_i,SF,78,0,0,0
tcp,http,SF,227,1404,0,0
tcp,ftp,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,299,8654,0,0
udp,domain_u,SF,42,42,0,0
tcp,ftp_data,SF,16787,0,0,0
udp,private,SF,1,0,0,1
tcp,http,SF,330,2155,0,0
tcp,http,SF,221,944,0,0
udp,domain_u,SF,44,128,0,0
udp,domain_u,SF,45,138,0,0
tcp,http,SF,222,261,0,0
icmp,eco_i,SF,18,0,0,1
tcp,http,SF,217,216,0,0
tcp,http,SF,351,961,0,0
tcp,ftp,S0,0,0,0,1
icmp,eco_i,SF,18,0,0,1
tcp,vmnet,REJ,0,0,0,1
tcp,netbios_dgm,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,finger,SF,9,0,0,0
tcp,netbios_ssn,S0,0,0,0,1
tcp,http,S0,0,0,0,1
tcp,http,SF,234,260,0,0
tcp,netbios_dgm,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,bgp,S0,0,0,0,1
tcp,http,SF,214,701,0,0
tcp,http,SF,308,508,0,0
icmp,eco_i,SF,8,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,322,2097,0,0
tcp,http,SF,311,261,0,0
udp,domain_u,SF,88,0,0,0
tcp,http,REJ,0,0,0,0
tcp,time,S0,0,0,0,1
tcp,smtp,SF,594,329,0,0
icmp,eco_i,SF,8,0,0,1
tcp,echo,S0,0,0,0,1
tcp,private,RSTR,0,0,0,1
tcp,courier,S0,0,0,0,1
udp,private,SF,1,0,0,1
tcp,ldap,S0,0,0,0,1
tcp,http,SF,212,44578,0,0
tcp,other,REJ,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,187,347,0,0
tcp,private,REJ,0,0,0,1
tcp,sunrpc,RSTO,0,0,0,1
tcp,private,S0,0,0,0,1
udp,other,SF,516,4,0,0
tcp,http,SF,220,11277,0,0
tcp,smtp,SF,1805,327,0,0
tcp,private,S0,0,0,0,1
tcp,supdup,S0,0,0,0,1
tcp,http,SF,285,403,0,0
tcp,http,SF,206,1600,0,0
tcp,http,SF,339,552,0,0
tcp,ftp_data,SF,175337,0,0,0
tcp,http,SF,216,5938,0,0
tcp,private,S0,0,0,0,1
tcp,supdup,S0,0,0,0,1
tcp,http,SF,299,19578,0,0
tcp,ctf,S0,0,0,0,1
tcp,ftp_data,SF,2194619,0,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,297,1969,0,0
tcp,ftp_data,S0,0,0,0,1
tcp,netbios_ssn,S0,0,0,0,1
tcp,ftp_data,SF,1766,0,0,0
tcp,Z39_50,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,ftp_data,SF,334,0,0,1
udp,ntp_u,SF,48,48,0,0
udp,domain_u,SF,76,32,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,235,411,0,0
icmp,eco_i,SF,30,0,0,0
tcp,private,S0,0,0,0,1
tcp,nnsp,S0,0,0,0,1
tcp,finger,S0,0,0,0,1
tcp,name,S0,0,0,0,1
tcp,http,SF,307,7355,0,0
tcp,http,SF,232,1211,0,0
tcp,uucp,S0,0,0,0,1
tcp,http,SF,320,6730,0,0
tcp,ftp_data,SF,175337,0,0,0
tcp,courier,REJ,0,0,0,1
tcp,name,S0,0,0,0,1
tcp,sunrpc,S0,0,0,0,1
tcp,other,RSTR,1,0,0,1
tcp,ftp_data,SF,10261,0,0,0
tcp,private,RSTR,1,0,0,1
tcp,http,SF,179,16834,0,0
tcp,private,S0,0,0,0,1
tcp,netbios_dgm,S0,0,0,0,1
tcp,http,SF,199,1721,0,0
tcp,http,SF,246,1394,0,0
tcp,smtp,SF,2543,448,0,0
tcp,smtp,SF,989,330,0,0
tcp,http,SF,196,1635,0,0
tcp,smtp,SF,1008,330,0,0
tcp,ftp_data,SF,245,0,0,0
icmp,eco_i,SF,8,0,0,1
tcp,private,S0,0,0,0,1
udp,private,SF,1,0,0,1
udp,domain_u,SF,42,42,0,0
tcp,uucp_path,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,S0,0,0,0,1
tcp,http,SF,251,977,0,0
udp,domain_u,SF,46,78,0,0
udp,private,SF,1,0,0,1
tcp,http,SF,206,998,0,0
tcp,http,SF,287,7732,0,0
tcp,http,SF,352,920,0,0
tcp,telnet,SF,727,2737,0,0
tcp,hostnames,REJ,0,0,0,1
udp,private,SF,1,0,0,1
tcp,http,SF,359,1010,0,0
tcp,http,SF,277,1911,0,0
tcp,private,RSTO,0,0,0,1
tcp,ftp,S0,0,0,0,1
tcp,http,SF,313,32782,0,0
tcp,smtp,SF,926,328,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,342,5878,0,0
udp,domain_u,SF,46,46,0,0
udp,domain_u,SF,33,93,0,0
tcp,private,REJ,0,0,0,1
udp,domain_u,SF,42,42,0,0
tcp,http,SF,193,1395,0,0
tcp,ftp_data,SF,10272,0,0,0
udp,domain_u,SF,44,73,0,0
tcp,private,S0,0,0,0,1
udp,domain_u,SF,43,43,0,0
tcp,pop_3,SF,35,130,0,0
tcp,other,RSTR,1,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,317,1587,0,0
tcp,http,SF,201,17733,0,0
tcp,smtp,SF,5149,325,0,0
tcp,ftp_data,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,233,607,0,0
tcp,http,SF,219,261,0,0
tcp,supdup,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,smtp,SF,504,280,0,0
tcp,telnet,SF,99,2008,0,0
tcp,http_443,S0,0,0,0,1
tcp,other,REJ,0,0,0,1
udp,domain_u,SF,44,76,0,0
tcp,private,S0,0,0,0,1
tcp,nntp,S0,0,0,0,1
tcp,http,SF,297,10786,0,0
udp,domain_u,SF,46,79,0,0
tcp,ftp_data,SF,960,0,0,0
tcp,link,S0,0,0,0,1
tcp,http,SF,293,566,0,0
udp,domain_u,SF,43,127,0,0
tcp,shell,RSTO,358678,252,0,0
tcp,smtp,SF,725,332,0,0
tcp,http,SF,305,1380,0,0
udp,domain_u,SF,45,126,0,0
tcp,http,SF,299,1177,0,0
tcp,smtp,SF,1125,327,0,0
tcp,gopher,S0,0,0,0,1
udp,domain_u,SF,29,0,0,0
tcp,http,SF,254,1621,0,0
tcp,http,SF,214,278,0,0
tcp,ftp_data,S0,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
udp,domain_u,SF,44,69,0,0
tcp,ftp,S0,0,0,0,1
udp,domain_u,SF,43,81,0,0
udp,domain_u,SF,110,42,0,0
tcp,vmnet,S0,0,0,0,1
tcp,nntp,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,echo,SH,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,ftp_data,SF,383,0,0,0
tcp,time,S0,0,0,0,1
tcp,domain,REJ,0,0,0,1
tcp,ftp_data,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,219,1896,0,0
tcp,smtp,S2,1378,0,0,0
udp,domain_u,SF,46,128,0,0
tcp,smtp,SF,3035,325,0,0
tcp,private,S0,0,0,0,1
tcp,systat,S0,0,0,0,1
icmp,urp_i,SF,78,0,0,0
tcp,ftp_data,SF,2194619,0,0,0
tcp,http,SF,261,717,0,0
tcp,http,SF,215,2590,0,0
tcp,ldap,S0,0,0,0,1
tcp,other,REJ,0,0,0,1
tcp,sunrpc,S0,0,0,0,1
udp,private,SF,1,0,0,1
tcp,bgp,S0,0,0,0,1
tcp,ftp_data,SF,491,0,0,0
tcp,http,SF,210,334,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,204,648,0,0
tcp,uucp_path,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,364,8019,0,0
tcp,private,S0,0,0,0,1
udp,other,SF,147,0,0,0
udp,domain_u,SF,42,108,0,0
udp,private,SF,1,0,0,1
tcp,http,SF,206,891,0,0
tcp,http,SF,144,7909,0,0
tcp,private,REJ,0,0,0,1
tcp,smtp,SF,2209,340,0,0
tcp,private,S0,0,0,0,1
udp,domain_u,SF,38,91,0,0
tcp,http,SF,54540,8314,0,1
tcp,smtp,SF,2645,329,0,0
tcp,smtp,SF,1150,387,0,0
tcp,private,REJ,0,0,0,1
tcp,ctf,S0,0,0,0,1
tcp,iso_tsap,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,248,1743,0,0
tcp,http,SF,335,1570,0,0
tcp,domain,S0,0,0,0,1
icmp,ecr_i,SF,1032,0,0,1
tcp,time,S0,0,0,0,1
tcp,imap4,S0,0,0,0,1
tcp,http,SF,229,1481,0,0
tcp,http,RSTR,52560,2920,0,1
tcp,smtp,SF,1644,406,0,0
tcp,smtp,SF,741,330,0,0
icmp,eco_i,SF,8,0,0,1
tcp,ftp,SF,868,2586,0,0
tcp,Z39_50,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,klogin,S0,0,0,0,1
udp,domain_u,SF,34,0,0,0
udp,other,SF,147,105,0,0
tcp,smtp,SF,1421,387,0,0
tcp,http,SF,320,2056,0,0
tcp,http,SF,222,18918,0,0
udp,domain_u,SF,40,73,0,0
tcp,private,RSTR,1,0,0,1
tcp,telnet,SF,3249,26219,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,145,10498,0,0
udp,domain_u,SF,45,76,0,0
tcp,http_443,REJ,0,0,0,1
udp,domain_u,SF,44,77,0,0
tcp,http,SF,291,882,0,0
udp,other,SF,1,0,0,1
tcp,ftp_data,SF,425,0,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,iso_tsap,S0,0,0,0,1
tcp,echo,RSTO,0,0,0,1
tcp,smtp,SF,19749,394,0,0
tcp,gopher,REJ,0,0,0,1
tcp,systat,S0,0,0,0,1
tcp,http,SF,302,2507,0,0
tcp,netstat,S0,0,0,0,1
tcp,http,SF,323,771,0,0
tcp,http,SF,239,3272,0,0
tcp,http,SF,235,336,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,Z39_50,REJ,0,0,0,1
udp,domain_u,SF,45,80,0,0
tcp,ftp,S0,0,0,0,1
tcp,ftp_data,SF,190,0,0,0
tcp,http,SF,303,5745,0,0
tcp,systat,S0,0,0,0,1
tcp,auth,S0,0,0,0,1
tcp,http,SF,203,1442,0,0
tcp,http,REJ,0,0,0,0
tcp,smtp,SF,952,330,0,0
tcp,ftp_data,SF,1690,0,0,0
tcp,http,REJ,0,0,0,0
tcp,http,SF,262,12931,0,0
tcp,http,REJ,0,0,0,0
tcp,supdup,S0,0,0,0,1
tcp,link,S0,0,0,0,1
tcp,private,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,smtp,SF,1292,361,0,0
tcp,http,SF,208,1153,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,209,3692,0,0
tcp,supdup,S0,0,0,0,1
tcp,domain,S0,0,0,0,1
udp,domain_u,SF,45,114,0,0
tcp,http,SF,230,11430,0,0
tcp,http,SF,324,2684,0,0
tcp,http,SF,208,3166,0,0
tcp,http,SF,300,11379,0,0
icmp,urp_i,SF,181,0,0,0
udp,domain_u,SF,45,77,0,0
tcp,http,SF,226,2914,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,200,1198,0,0
tcp,finger,S0,0,0,0,1
tcp,ftp_data,S0,0,0,0,1
tcp,http,SF,198,45076,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,322,476,0,0
tcp,http,SF,296,1630,0,0
tcp,domain,SF,32,4993,0,0
tcp,http,SF,241,750,0,0
icmp,eco_i,SF,8,0,0,1
tcp,http,S0,0,0,0,1
tcp,http,SF,171,6026,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,352,13335,0,0
tcp,smtp,SF,857,389,0,0
tcp,ftp,RSTO,0,0,0,1
tcp,csnet_ns,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,iso_tsap,REJ,0,0,0,1
udp,domain_u,SF,45,79,0,0
icmp,eco_i,SF,8,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,RSTO,0,0,0,0
tcp,supdup,S0,0,0,0,1
tcp,http,SF,238,9551,0,0
udp,domain_u,SF,35,0,0,0
tcp,http,SF,297,24149,0,0
tcp,bgp,S0,0,0,0,1
tcp,ftp_data,SF,0,2072,0,1
udp,domain_u,SF,31,0,0,0
tcp,http,SF,151,9518,0,0
tcp,private,REJ,0,0,0,1
tcp,courier,REJ,0,0,0,1
tcp,http,SF,233,353,0,0
tcp,smtp,SF,1668,283,0,0
tcp,private,REJ,0,0,0,1
tcp,http,S0,0,0,0,1
tcp,http,SF,144,29072,0,0
icmp,eco_i,SF,18,0,0,1
tcp,http,SF,266,12505,0,0
tcp,http,SF,192,757,0,0
tcp,http,SF,190,2543,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,http,SF,350,300,0,0
tcp,private,RSTR,1,0,0,1
tcp,smtp,SF,612,335,0,0
tcp,private,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
udp,domain_u,SF,44,126,0,0
tcp,kshell,S0,0,0,0,1
tcp,telnet,RSTO,0,0,0,1
tcp,ftp_data,SF,259,0,0,0
tcp,http,SF,280,885,0,0
tcp,link,S0,0,0,0,1
tcp,http,SF,6,143,0,1
udp,domain_u,SF,43,134,0,0
tcp,http,SF,271,5733,0,0
tcp,http,SF,216,1808,0,0
tcp,courier,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
udp,other,SF,147,105,0,0
tcp,other,REJ,0,0,0,1
tcp,gopher,REJ,0,0,0,1
tcp,ftp_data,SF,259,0,0,0
udp,other,SF,147,105,0,0
tcp,smtp,SF,250777,379,0,0
tcp,vmnet,S0,0,0,0,1
tcp,http,SF,223,267,0,0
tcp,ftp_data,SF,3909,0,0,0
tcp,http,SF,149,7608,0,0
tcp,http,SF,309,296,0,0
tcp,domain,S0,0,0,0,1
tcp,http,SF,232,3222,0,0
tcp,private,REJ,0,0,0,1
tcp,nntp,RSTO,0,0,0,1
icmp,eco_i,SF,8,0,0,1
udp,private,SF,28,0,0,1
tcp,http,SF,252,1542,0,0
tcp,discard,S0,0,0,0,1
tcp,time,RSTO,0,0,0,1
udp,private,SF,1,0,0,1
tcp,smtp,SF,1176,331,0,0
tcp,http,SF,199,1737,0,0
udp,private,SF,28,0,0,1
tcp,netbios_dgm,S0,0,0,0,1
tcp,http_443,S0,0,0,0,1
tcp,ftp,S2,1067,3082,0,0
tcp,private,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,279,11100,0,0
tcp,http,SF,334,13892,0,0
tcp,http,SF,333,670,0,0
tcp,http,SF,313,3222,0,0
tcp,http,SF,228,11764,0,0
tcp,other,REJ,0,0,0,1
tcp,http,SF,223,1227,0,0
tcp,private,S0,0,0,0,1
udp,private,SF,105,145,0,0
tcp,kshell,S0,0,0,0,1
udp,domain_u,SF,44,71,0,0
tcp,http,SF,251,3846,0,0
udp,private,SF,28,0,0,1
tcp,finger,S0,0,0,0,1
tcp,http,SF,241,1408,0,0
udp,private,SF,1,0,0,1
udp,private,SF,1,0,0,1
tcp,hostnames,S0,0,0,0,1
udp,domain_u,SF,45,111,0,0
tcp,ftp_data,SF,175337,0,0,0
tcp,http,REJ,0,0,0,0
udp,private,SF,1,0,0,1
tcp,ftp_data,S0,0,0,0,1
tcp,http,SF,206,2611,0,0
tcp,ftp_data,SF,71,0,0,0
tcp,private,REJ,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,260,2129,0,0
icmp,eco_i,SF,18,0,0,1
tcp,whois,S0,0,0,0,1
tcp,other,REJ,0,0,0,1
tcp,http,SF,315,300,0,0
tcp,http,SF,226,1058,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,233,4137,0,0
tcp,private,S0,0,0,0,1
tcp,private,RSTR,0,0,0,1
tcp,http,SF,237,3222,0,0
tcp,csnet_ns,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,194,320,0,0
tcp,netbios_ssn,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,netstat,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
udp,domain_u,SF,44,131,0,0
tcp,http,SF,161,13985,0,0
tcp,http,SF,333,3679,0,0
tcp,http,SF,222,294,0,0
tcp,domain,S0,0,0,0,1
tcp,http,SF,258,475,0,0
tcp,private,REJ,0,0,0,1
udp,other,SF,147,105,0,0
tcp,http,SF,260,753,0,0
tcp,ftp_data,RSTOS0,0,0,0,1
tcp,http,SF,260,32617,0,0
tcp,http,SF,206,2126,0,0
tcp,telnet,S0,0,0,0,1
tcp,http,SF,169,25193,0,0
udp,domain_u,SF,43,136,0,0
tcp,ftp_data,S0,0,0,0,1
tcp,http,SF,194,1288,0,0
tcp,other,REJ,0,0,0,1
tcp,daytime,S0,0,0,0,1
tcp,smtp,SF,1423,282,0,0
tcp,private,S0,0,0,0,1
tcp,sql_net,REJ,0,0,0,1
tcp,csnet_ns,S0,0,0,0,1
icmp,eco_i,SF,18,0,0,1
tcp,http,SF,207,11574,0,0
tcp,http,SF,313,1480,0,0
tcp,http,SF,192,757,0,0
tcp,private,S0,0,0,0,1
tcp,other,REJ,0,0,0,1
udp,domain_u,SF,44,76,0,0
tcp,ftp_data,SF,2194619,0,0,0
tcp,vmnet,S0,0,0,0,1
udp,domain_u,SF,35,0,0,0
udp,private,SF,105,145,0,0
tcp,telnet,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,SF,11765,1394,0,0
udp,other,SF,516,4,0,0
tcp,http,SF,216,767,0,0
tcp,http,RSTR,46152,7300,0,1
tcp,name,S0,0,0,0,1
tcp,bgp,S0,0,0,0,1
tcp,http,SF,332,2873,0,0
tcp,daytime,S0,0,0,0,1
tcp,ftp_data,SF,175337,0,0,0
udp,private,SF,105,147,0,0
tcp,ftp_data,SF,245,0,0,0
tcp,http,SF,54540,8314,0,1
tcp,smtp,SF,922,330,0,0
tcp,login,S0,0,0,0,1
tcp,http,SF,279,491,0,0
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,206,5323,0,0
tcp,private,RSTR,1,0,0,1
tcp,ctf,S0,0,0,0,1
tcp,ftp_data,SF,9178,0,0,0
tcp,http,SF,316,343,0,0
tcp,http,S0,0,0,0,1
tcp,http,SF,273,350,0,0
udp,domain_u,SF,46,134,0,0
tcp,ssh,S0,0,0,0,1
tcp,finger,S0,0,0,0,1
tcp,other,SF,10044,0,0,0
udp,private,SF,105,147,0,0
tcp,netbios_dgm,S0,0,0,0,1
udp,domain_u,SF,44,74,0,0
icmp,eco_i,SF,18,0,0,1
tcp,private,S0,0,0,0,1
tcp,courier,RSTR,1,0,0,1
tcp,domain,S0,0,0,0,1
tcp,supdup,S0,0,0,0,1
udp,private,SF,28,0,0,1
tcp,private,S0,0,0,0,1
tcp,ftp_data,SF,768,0,0,0
tcp,private,S0,0,0,0,1
tcp,csnet_ns,S0,0,0,0,1
tcp,private,RSTO,0,0,0,1
tcp,http,REJ,0,0,0,0
tcp,http,SF,204,375,0,0
icmp,eco_i,SF,8,0,0,1
tcp,smtp,SF,800,329,0,0
tcp,http,SF,259,848,0,0
tcp,http,SF,287,1699,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,308,1565,0,0
tcp,finger,SF,8,414,0,0
tcp,other,RSTR,1,0,0,1
tcp,exec,S0,0,0,0,1
tcp,http,SF,272,2170,0,0
tcp,private,REJ,0,0,0,1
tcp,smtp,SF,1041,330,0,0
tcp,time,S0,0,0,0,0
tcp,domain,S0,0,0,0,1
udp,domain_u,SF,43,125,0,0
tcp,private,S0,0,0,0,1
tcp,bgp,S0,0,0,0,1
tcp,http,SF,338,1587,0,0
udp,other,SF,516,4,0,0
tcp,exec,S0,0,0,0,1
tcp,http,SF,306,573,0,0
tcp,http,SF,299,12605,0,0
tcp,netbios_ssn,S0,0,0,0,1
tcp,daytime,S0,0,0,0,1
tcp,http,SF,364,6045,0,0
tcp,http,SF,54540,8314,0,1
tcp,http,S1,325,13140,0,0
tcp,hostnames,S0,0,0,0,1
tcp,http,REJ,0,0,0,0
icmp,eco_i,SF,8,0,0,1
udp,other,SF,146,105,0,0
tcp,private,RSTR,0,0,0,1
tcp,smtp,SF,1306,326,0,0
tcp,http,SF,206,1033,0,0
udp,domain_u,SF,44,118,0,0
tcp,iso_tsap,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,private,REJ,0,0,0,1
tcp,klogin,REJ,0,0,0,1
tcp,http,SF,199,341,0,0
tcp,private,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,finger,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,ftp_data,SF,334,0,0,1
udp,domain_u,SF,43,172,0,0
tcp,smtp,SF,1456,400,0,0
tcp,private,S0,0,0,0,1
tcp,private,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,smtp,SF,1724,334,0,0
tcp,http,SF,217,11588,0,0
udp,domain_u,SF,46,46,0,0
udp,domain_u,SF,45,123,0,0
tcp,efs,S0,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,ldap,S0,0,0,0,1
icmp,eco_i,SF,8,0,0,1
tcp,private,S0,0,0,0,1
tcp,smtp,SF,1762,319,0,0
tcp,klogin,REJ,0,0,0,1
tcp,http,SF,307,1112,0,0
icmp,urp_i,SF,78,0,0,0
tcp,private,RSTR,1,0,0,1
tcp,http,SF,159,5233,0,0
tcp,discard,S0,0,0,0,1
tcp,smtp,SF,2429,475,0,0
tcp,discard,RSTO,0,0,0,1
tcp,private,S0,0,0,0,1
tcp,http,SF,146,2201,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,205,1145,0,0
udp,domain_u,SF,32,0,0,0
tcp,http,REJ,0,0,0,0
tcp,telnet,RSTO,0,0,0,1
udp,private,SF,28,0,0,1
tcp,uucp,S0,0,0,0,1
icmp,ecr_i,SF,520,0,0,1
tcp,telnet,SF,514,15405,0,0
tcp,kshell,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
udp,private,SF,1,0,0,1
tcp,http,SF,292,1307,0,0
tcp,sunrpc,S0,0,0,0,1
tcp,http,SF,287,409,0,0
tcp,private,REJ,0,0,0,1
tcp,http,SF,221,4432,0,0
tcp,http,SF,327,529,0,0
udp,domain_u,SF,30,0,0,0
tcp,http,SF,197,5208,0,0
tcp,http,SF,194,616,0,0
tcp,private,REJ,0,0,0,1
tcp,ftp_data,SF,12,0,0,0
tcp,http,REJ,0,0,0,0
tcp,http,SF,226,5953,0,0
tcp,ldap,S0,0,0,0,1
tcp,supdup,S0,0,0,0,1
tcp,http_443,S0,0,0,0,1
tcp,echo,S0,0,0,0,1
tcp,http,SF,222,367,0,0
tcp,http,S0,0,0,0,1
tcp,http,SF,294,4359,0,0
tcp,Z39_50,REJ,0,0,0,1
tcp,login,S0,0,0,0,1
tcp,http,SF,348,7703,0,0
icmp,urp_i,SF,181,0,0,0
tcp,http,SF,241,394,0,0
tcp,http,SF,243,495,0,0
tcp,http,SF,309,3925,0,0
udp,domain_u,SF,44,115,0,0
tcp,http,SF,222,1780,0,0
tcp,http,SF,149,12632,0,0
tcp,http,SF,234,7685,0,0
tcp,http,SF,266,13474,0,0
udp,private,SF,28,0,0,1
udp,private,SF,28,0,0,1
tcp,iso_tsap,S0,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,smtp,SF,2177,332,0,0
tcp,http,SF,203,5034,0,0
tcp,ftp_data,SF,7196,0,0,0
tcp,ftp_data,SF,276,0,0,0
tcp,smtp,SF,977,334,0,0
tcp,ftp_data,SF,740,0,0,0
icmp,eco_i,SF,18,0,0,1
tcp,http,SF,296,1918,0,0
tcp,ftp_data,S1,0,0,0,0
tcp,other,SF,383,0,0,0
icmp,eco_i,SF,8,0,0,1
tcp,ftp_data,SF,7233,0,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,54540,8314,0,1
tcp,http,SF,233,2840,0,0
tcp,http,SF,258,10993,0,0
icmp,eco_i,SF,8,0,0,1
tcp,supdup,REJ,0,0,0,1
tcp,finger,SF,10,227,0,0
tcp,private,RSTR,1,0,0,1
tcp,vmnet,S0,0,0,0,1
tcp,sql_net,REJ,0,0,0,1
tcp,ftp_data,SF,607,0,0,0
tcp,ftp_data,SF,245,0,0,0
tcp,efs,S0,0,0,0,1
tcp,http,SF,377,372,0,0
tcp,hostnames,S0,0,0,0,1
tcp,http,SF,210,529,0,0
tcp,http,SF,207,588,0,0
icmp,eco_i,SF,18,0,0,1
tcp,http,REJ,0,0,0,0
tcp,auth,SF,10,38,0,0
tcp,ftp_data,SF,74,0,0,0
icmp,eco_i,SF,8,0,0,1
tcp,http,SF,236,3106,0,0
tcp,ftp_data,SF,12,0,0,0
icmp,ecr_i,SF,1032,0,0,1
tcp,http,SF,237,1623,0,0
tcp,private,S0,0,0,0,1
tcp,http,SF,225,761,0,0
tcp,http,SF,247,1047,0,0
tcp,http,SF,220,2105,0,0
tcp,http,SF,193,757,0,0
tcp,private,SH,0,0,0,1
tcp,private,REJ,0,0,0,1
tcp,login,RSTO,0,0,0,1
udp,domain_u,SF,45,110,0,0
tcp,http,SF,148,35147,0,0
tcp,http,SF,227,31189,0,0
tcp,sunrpc,S0,0,0,0,1
